adapter,reader,modelname,answer,logits_answer,data_id,timestamp
race,bert-base-uncased,base,to have fun,"tensor([[-1.4388,  1.3273, -8.2243, -8.8670]])",middle4167.txt,2023-01-23 21:08:18.625919
race,bert-base-uncased,base,is suitable   for anyone,"tensor([[-7.8640,  3.8033, -8.2711, -4.9853]])",middle4167.txt,2023-01-23 21:08:20.757478
race,bert-base-uncased,base,Stacy thinks Lucy Li can have a bright future,"tensor([[-0.7828,  3.3375,  0.6074, -5.7946]])",middle4167.txt,2023-01-23 21:08:22.783109
race,bert-base-uncased,base,She cares much about winning or losing.,"tensor([[-3.7098, -7.5001,  0.5895, -4.3541]])",middle4167.txt,2023-01-23 21:08:24.789049
race,bert-base-uncased,base,3 teaspoonfuls,"tensor([[-5.6548, -3.4223, -4.5083, -5.3023]])",middle6704.txt,2023-01-23 21:08:25.968686
race,bert-base-uncased,base,a fridge,"tensor([[-6.9727, -7.2624, -8.7783, -8.3251]])",middle6704.txt,2023-01-23 21:08:26.942384
race,bert-base-uncased,base,shake the medicine well,"tensor([[ 6.7302, -5.8784, -8.2762, -5.6801]])",middle6704.txt,2023-01-23 21:08:27.926863
race,bert-base-uncased,base,thirty,"tensor([[-2.8912, -2.1057, -3.2159, -4.3389]])",middle6704.txt,2023-01-23 21:08:28.971954
race,bert-base-uncased,base,throw away,"tensor([[ 2.5291, -2.1011,  0.5301, -4.2624]])",middle6704.txt,2023-01-23 21:08:30.059741
race,bert-base-uncased,base,He was so scared that he fainted.,"tensor([[ 1.3060, -6.0737,  2.6905, -8.6599]])",middle1160.txt,2023-01-23 21:08:32.262489
race,bert-base-uncased,base,before he went downstairs,"tensor([[-5.4937,  0.2238, -0.6173, -1.2039]])",middle1160.txt,2023-01-23 21:08:34.411958
race,bert-base-uncased,base,The writer had the dream at night.,"tensor([[-4.0266, -6.4499, -6.4284, -4.9315]])",middle1160.txt,2023-01-23 21:08:36.608153
race,bert-base-uncased,base,The dreams were all about the writer's real experiences.,"tensor([[ -7.1459, -10.6849,  -4.5694,   8.6753]])",middle1160.txt,2023-01-23 21:08:38.811510
race,bert-base-uncased,base,In a newspaper.,"tensor([[-11.0437, -10.9537,   3.2382,  -3.9607]])",middle6409.txt,2023-01-23 21:08:39.913077
race,bert-base-uncased,base,Summer fashion is always happy.,"tensor([[ -3.8541,   2.7668,  14.4784, -10.9476]])",middle6409.txt,2023-01-23 21:08:40.896260
race,bert-base-uncased,base,Dresses,"tensor([[-1.3639, -4.1168, -3.0520,  6.8799]])",middle6409.txt,2023-01-23 21:08:41.988281
race,bert-base-uncased,base,Green,"tensor([[-8.0301, -5.5733,  2.4353, -4.3366]])",middle6409.txt,2023-01-23 21:08:42.970913
race,bert-base-uncased,base,Cabbages,"tensor([[-7.6510, -3.2464, -5.7584, -8.6463]])",middle6107.txt,2023-01-23 21:08:44.406069
race,bert-base-uncased,base,Because they are sweet and give us energy.,"tensor([[  0.2595,   6.0321, -10.5855,  -8.3005]])",middle6107.txt,2023-01-23 21:08:45.874138
race,bert-base-uncased,base,sleeping for more than twelve hours,"tensor([[-9.1230,  0.2169, -7.7477, -9.4508]])",middle6107.txt,2023-01-23 21:08:47.402649
race,bert-base-uncased,base,How to keep fit.,"tensor([[-11.0470, -10.5786,   5.6757,  12.9064]])",middle6107.txt,2023-01-23 21:08:49.016530
race,bert-base-uncased,base,For six months.,"tensor([[-3.5622, -4.4069, -4.8916, -7.8523]])",middle1642.txt,2023-01-23 21:08:50.836216
race,bert-base-uncased,base,At 7:30 a.m.,"tensor([[ 0.2835, 13.9606,  4.1342, -1.4367]])",middle1642.txt,2023-01-23 21:08:52.630267
race,bert-base-uncased,base,Because they don't have dining halls.,"tensor([[-0.9004,  5.0508, 13.1661,  0.1931]])",middle1642.txt,2023-01-23 21:08:54.461628
race,bert-base-uncased,base,There are three terms in Thailand schools.,"tensor([[-2.5494, -8.8852, -4.3712, -7.0671]])",middle1642.txt,2023-01-23 21:08:56.203419
race,bert-base-uncased,base,Three years and two months.,"tensor([[-2.3249, -2.3726, -2.6191, -1.0577]])",middle6682.txt,2023-01-23 21:08:59.384277
race,bert-base-uncased,base,Everyone complains that the Sui Dynasty ended because of the canal.,"tensor([[-0.9714, -2.7654,  4.7640, -1.4189]])",middle6682.txt,2023-01-23 21:09:02.669202
race,bert-base-uncased,base,Emperor Yang Guang and the Grand Canal,"tensor([[ 7.0738, -1.2001, -1.8797, -5.8596]])",middle6682.txt,2023-01-23 21:09:05.948922
race,bert-base-uncased,base,stamp collecting can be a fun and pleasing hobby,"tensor([[-2.6638, 11.1318,  3.0731, -8.7517]])",middle3561.txt,2023-01-23 21:09:07.921245
race,bert-base-uncased,base,Hobbies and collections are a great way to have fun.,"tensor([[ 7.9849,  5.9025,  3.4771, -6.2780]])",middle3561.txt,2023-01-23 21:09:09.857638
race,bert-base-uncased,base,by the collectors,"tensor([[-5.8122, -8.6437, -2.5280, -9.9974]])",middle3561.txt,2023-01-23 21:09:11.701592
race,bert-base-uncased,base,Because other countries did the same thing as well.,"tensor([[-6.9086, -9.8723, -7.5229, -0.2790]])",middle3561.txt,2023-01-23 21:09:13.637459
race,bert-base-uncased,base,write about a match,"tensor([[ -5.5005,   4.8299, -10.5423,   1.6223]])",middle1874.txt,2023-01-23 21:09:15.229459
race,bert-base-uncased,base,at home,"tensor([[-1.5374,  2.0182, -6.4481, -3.8323]])",middle1874.txt,2023-01-23 21:09:16.711541
race,bert-base-uncased,base,"writes down ""Rain, no match""","tensor([[-1.9101, 11.5925, 10.1289,  9.1178]])",middle1874.txt,2023-01-23 21:09:17.975332
race,bert-base-uncased,base,the first,"tensor([[-5.1211, -4.5023, -3.8844, -4.2470]])",middle1874.txt,2023-01-23 21:09:19.217973
race,bert-base-uncased,base,nothing,"tensor([[ 4.0571, -7.7370, -5.8010, -4.9570]])",middle1874.txt,2023-01-23 21:09:20.469389
race,bert-base-uncased,base,An old man.,"tensor([[ 5.0450, -6.2371, -1.2112, -0.4351]])",middle5123.txt,2023-01-23 21:09:22.482277
race,bert-base-uncased,base,Because he didn't want other people to fall and get hurt.,"tensor([[-9.4148, -2.4800, -0.7817, -6.6585]])",middle5123.txt,2023-01-23 21:09:24.786154
race,bert-base-uncased,base,a bag full of money and a message,"tensor([[0.5417, 4.0096, 7.2906, 0.2887]])",middle5123.txt,2023-01-23 21:09:26.951252
race,bert-base-uncased,base,the old man with his cow,"tensor([[-3.6386, -3.1770, -4.8183, -1.0586]])",middle5123.txt,2023-01-23 21:09:29.213889
race,bert-base-uncased,base,"If we do well, we will have well.","tensor([[-2.6209, -6.9900, -8.2446, -6.3683]])",middle5123.txt,2023-01-23 21:09:31.391128
race,bert-base-uncased,base,It is a family business.,"tensor([[ 9.2660, -1.7640,  6.3713, -5.5314]])",middle388.txt,2023-01-23 21:09:33.773909
race,bert-base-uncased,base,16,"tensor([[-2.3444,  1.6157, -1.3482, -1.2974]])",middle388.txt,2023-01-23 21:09:36.336132
race,bert-base-uncased,base,We use a special machine to polish the curling stone.,"tensor([[-5.9048, -7.9740, -4.2756, -5.8957]])",middle388.txt,2023-01-23 21:09:38.972395
race,bert-base-uncased,base,The history of curling.,"tensor([[  3.0584,  -4.1966, -10.7804, -10.0003]])",middle388.txt,2023-01-23 21:09:41.368560
race,bert-base-uncased,base,grandma,"tensor([[-4.1926, -1.6431, -2.9552,  1.0173]])",middle1390.txt,2023-01-23 21:09:42.203634
race,bert-base-uncased,base,On the bed.,"tensor([[ 9.5744, -1.7160, -1.9448,  3.1053]])",middle1390.txt,2023-01-23 21:09:42.879241
race,bert-base-uncased,base,baseball,"tensor([[-6.9235, -8.6346, -8.0483, 10.7697]])",middle1390.txt,2023-01-23 21:09:43.548885
race,bert-base-uncased,base,four,"tensor([[-2.8954, -2.1012, -2.1734, -2.8708]])",middle1390.txt,2023-01-23 21:09:44.235333
race,bert-base-uncased,base,Five,"tensor([[-2.1904, -2.0233, -3.1235, -1.6082]])",middle2305.txt,2023-01-23 21:09:45.313964
race,bert-base-uncased,base,fork,"tensor([[-5.6137,  3.1267,  3.9542,  6.6006]])",middle2305.txt,2023-01-23 21:09:46.469482
race,bert-base-uncased,base,Ask somebody to pass it to you.,"tensor([[-8.7671, -6.7302,  7.3055, -3.2577]])",middle2305.txt,2023-01-23 21:09:47.644613
race,bert-base-uncased,base,Left hand.,"tensor([[ 2.2951,  6.0722, -6.3773, -2.7266]])",middle2305.txt,2023-01-23 21:09:48.992998
race,bert-base-uncased,base,"You can put your own fork, knife and spoon into serving bowl.","tensor([[-7.2908, -8.6770, -9.4830,  2.8685]])",middle2305.txt,2023-01-23 21:09:50.120850
race,bert-base-uncased,base,a small house,"tensor([[-4.0532,  1.5622, -2.9318,  2.6996]])",middle4068.txt,2023-01-23 21:09:51.343053
race,bert-base-uncased,base,dogs or cats,"tensor([[ 1.2290,  6.3263,  9.6877, -0.8279]])",middle4068.txt,2023-01-23 21:09:52.757428
race,bert-base-uncased,base,four,"tensor([[-2.9928, -2.2040, -2.9028, -2.4895]])",middle4068.txt,2023-01-23 21:09:54.061658
race,bert-base-uncased,base,football,"tensor([[-8.8264, -5.3481, -4.2383, -6.6376]])",middle4068.txt,2023-01-23 21:09:55.271605
race,bert-base-uncased,base,To give a complete background to the music.,"tensor([[-7.6554, -5.8415, -3.1021, -4.3562]])",middle1700.txt,2023-01-23 21:09:57.203348
race,bert-base-uncased,base,a host,"tensor([[ -8.0009,  -9.3258, -10.9942,  -8.9056]])",middle1700.txt,2023-01-23 21:09:59.130468
race,bert-base-uncased,base,have good study habits,"tensor([[12.4060, -3.0240, -3.3633, -6.0916]])",middle1957.txt,2023-01-23 21:10:00.202075
race,bert-base-uncased,base,it is too noisy,"tensor([[-8.6297,  9.4930, -8.8187,  3.0883]])",middle1957.txt,2023-01-23 21:10:01.175456
race,bert-base-uncased,base,clean,"tensor([[-8.8870, -8.4432, -2.1968, -9.2222]])",middle1957.txt,2023-01-23 21:10:02.113705
race,bert-base-uncased,base,A noisy place,"tensor([[ -7.0903,   1.3947, -10.8250,  -1.8291]])",middle1957.txt,2023-01-23 21:10:03.174312
race,bert-base-uncased,base,Good study habits.,"tensor([[ 3.1867,  7.6845, -7.1791, 14.8086]])",middle1957.txt,2023-01-23 21:10:04.212268
race,bert-base-uncased,base,30,"tensor([[-4.4435, -4.7810, -3.8557, -3.8572]])",middle4591.txt,2023-01-23 21:10:05.534508
race,bert-base-uncased,base,videos .,"tensor([[-6.7443, -7.2372, -6.7018, -6.2428]])",middle4591.txt,2023-01-23 21:10:06.727178
race,bert-base-uncased,base,you have to wait until the interval,"tensor([[-5.7209, -6.2281, -2.7260, -4.9073]])",middle4591.txt,2023-01-23 21:10:07.968781
race,bert-base-uncased,base,arriving late,"tensor([[-4.2558, -5.6373,  0.0086, -1.5125]])",middle4591.txt,2023-01-23 21:10:09.278844
race,bert-base-uncased,base,not far from,"tensor([[-3.5085,  1.6792, -1.3737, -0.4640]])",middle4899.txt,2023-01-23 21:10:11.326715
race,bert-base-uncased,base,he found no room to park his car outside his house,"tensor([[ 4.7470, -3.2844, -1.1782, -1.9378]])",middle4899.txt,2023-01-23 21:10:13.562684
race,bert-base-uncased,base,three,"tensor([[-5.9825, -4.8561, -3.6024, -4.0182]])",middle4899.txt,2023-01-23 21:10:15.585873
race,bert-base-uncased,base,"said ""POLICE NOTICE, NO PARKING""","tensor([[ 1.0665, -0.9928,  4.8342,  7.9229]])",middle4899.txt,2023-01-23 21:10:17.722729
race,bert-base-uncased,base,fewer people will park their cars outside his house,"tensor([[-6.4929, -5.9542, -2.4663, -2.9504]])",middle4899.txt,2023-01-23 21:10:20.029603
race,bert-base-uncased,base,a ban on the use of mobile phones by students in a middle school,"tensor([[ 7.4171,  4.9698, -1.2941, 14.4109]])",middle2662.txt,2023-01-23 21:10:22.009017
race,bert-base-uncased,base,tell others about her dream,"tensor([[ 2.5354, -9.5234,  4.9125, -8.7276]])",middle3088.txt,2023-01-23 21:10:24.865180
race,bert-base-uncased,base,At an airport.,"tensor([[ -1.2557, -11.0101,   7.1603,   4.3513]])",middle3088.txt,2023-01-23 21:10:27.312860
race,bert-base-uncased,base,lunch,"tensor([[-3.6398, -0.8957, -4.1495, -4.0759]])",middle2333.txt,2023-01-23 21:10:29.406154
race,bert-base-uncased,base,36,"tensor([[-3.2021, -2.5348, -2.8204, -5.1525]])",middle2333.txt,2023-01-23 21:10:31.379311
race,bert-base-uncased,base,seven ; eight,"tensor([[ 7.1263, -3.7910,  4.7901, -3.7910]])",middle2333.txt,2023-01-23 21:10:33.619288
race,bert-base-uncased,base,"Yes, they do.","tensor([[ 1.7828, -7.3334, -4.1110,  1.4033]])",middle2333.txt,2023-01-23 21:10:36.004803
race,bert-base-uncased,base,His friends listen to what he says.,"tensor([[-5.2078, 10.5035, -9.7465, -9.7177]])",middle4527.txt,2023-01-23 21:10:37.865192
race,bert-base-uncased,base,care,"tensor([[-1.3903, -1.9782, -9.3497, -4.0919]])",middle4527.txt,2023-01-23 21:10:39.497067
race,bert-base-uncased,base,a color of sadness,"tensor([[-10.0023,  -2.9114,  -8.0713,  -6.9602]])",middle4527.txt,2023-01-23 21:10:41.001125
race,bert-base-uncased,base,Say something true.,"tensor([[-5.5019, -5.2596, -2.9763, -5.8591]])",middle4527.txt,2023-01-23 21:10:42.589841
race,bert-base-uncased,base,Anger.,"tensor([[-5.9239,  8.3387, -2.9880, -6.0937]])",middle4527.txt,2023-01-23 21:10:43.904597
race,bert-base-uncased,base,people drive big cars,"tensor([[-1.6402, -2.9765, -2.8684, -5.9434]])",middle1593.txt,2023-01-23 21:10:45.726725
race,bert-base-uncased,base,a little larger than,"tensor([[-3.7723, -4.8215, -3.5777, -1.9953]])",middle1593.txt,2023-01-23 21:10:47.521812
race,bert-base-uncased,base,big cars cost less to own and to drive,"tensor([[ 6.0761, -3.7949, -1.9064, -4.4138]])",middle1593.txt,2023-01-23 21:10:49.506836
race,bert-base-uncased,base,driving future cars will be safe,"tensor([[-7.0112, -7.2894,  3.2781, -4.9026]])",middle1593.txt,2023-01-23 21:10:51.145539
race,bert-base-uncased,base,big cars will be used along with the small ones,"tensor([[ -5.4850,  -6.6582,   3.9356, -10.4390]])",middle1593.txt,2023-01-23 21:10:52.804458
race,bert-base-uncased,base,a system,"tensor([[-9.2083, -2.6038, -6.7985, -1.3357]])",middle5230.txt,2023-01-23 21:10:55.185121
race,bert-base-uncased,base,who allowed Nelson Mandela to go free.,"tensor([[-7.8101,  8.1482, -7.9069, -5.1333]])",middle5230.txt,2023-01-23 21:10:57.343909
race,bert-base-uncased,base,Nelson Mandela received education and became a lawyer.,"tensor([[-0.3060,  2.6723, -1.1305, -6.7677]])",middle5230.txt,2023-01-23 21:10:59.564748
race,bert-base-uncased,base,White people,"tensor([[-4.7977, -2.4750,  3.6848, -9.8918]])",middle5230.txt,2023-01-23 21:11:01.930408
race,bert-base-uncased,base,People in South Africa,"tensor([[-8.5340, -8.9525, -9.8087, -8.2512]])",middle5230.txt,2023-01-23 21:11:04.045499
race,bert-base-uncased,base,Taking a walk.,"tensor([[ 4.3556, -0.7821,  8.5114, -1.4104]])",middle728.txt,2023-01-23 21:11:06.099857
race,bert-base-uncased,base,write down your ideas,"tensor([[-5.0773, -6.0683, -8.4402, -4.3121]])",middle728.txt,2023-01-23 21:11:08.245152
race,bert-base-uncased,base,We should find the answers all by ourselves.,"tensor([[-9.1631, -0.5708, -8.7366, -6.7515]])",middle728.txt,2023-01-23 21:11:10.297912
race,bert-base-uncased,base,Millennials grow up with computers and Internet.,"tensor([[-3.2132,  5.3373, -3.8379, -7.5549]])",middle435.txt,2023-01-23 21:11:14.357308
race,bert-base-uncased,base,"Because they grow up sharing ideas, music, information, games, and friendships with others by the Internet.","tensor([[-4.5130, -5.8100,  5.4020, -3.4760]])",middle435.txt,2023-01-23 21:11:18.666270
race,bert-base-uncased,base,Many millennials are showing more confident than others at work.,"tensor([[-7.9867, -0.1321, -8.4600, -9.2192]])",middle435.txt,2023-01-23 21:11:24.217756
race,bert-base-uncased,base,more changes will probably be brought to the American workforce by millennials,"tensor([[-4.8185, -8.3442, -7.0827,  0.9555]])",middle435.txt,2023-01-23 21:11:27.937510
race,bert-base-uncased,base,In summer.,"tensor([[-10.1745,  -5.4299,  -5.8510,  -6.9374]])",middle611.txt,2023-01-23 21:11:30.591089
race,bert-base-uncased,base,legs,"tensor([[-7.8760, -7.7682,  3.2546, -5.8903]])",middle611.txt,2023-01-23 21:11:33.595975
race,bert-base-uncased,base,To finish what she had decided to do,"tensor([[-10.7417,  -9.9875, -10.8629,  13.7250]])",middle611.txt,2023-01-23 21:11:36.730531
race,bert-base-uncased,base,was good at creative thinking,"tensor([[-10.1323,  -6.1868,  -5.1783, -10.0415]])",middle2756.txt,2023-01-23 21:11:40.030524
race,bert-base-uncased,base,His invention of a special adhesive made Art's invention possible.,"tensor([[-10.2182,   8.4084,  -5.7858,  -5.5507]])",middle2756.txt,2023-01-23 21:11:44.039366
race,bert-base-uncased,base,it can stay anywhere and leave no sign when removed,"tensor([[  5.6478,  -9.0157,  -7.2292, -10.7586]])",middle2756.txt,2023-01-23 21:11:47.717012
race,bert-base-uncased,base,an expert of international education,"tensor([[-4.7554,  3.1653, -5.0273, -5.8191]])",middle6120.txt,2023-01-23 21:11:51.327936
race,bert-base-uncased,base,America,"tensor([[-4.8528, -2.3339, -2.7627, -2.2752]])",middle6120.txt,2023-01-23 21:11:54.934705
race,bert-base-uncased,base,Most of the international students in the United States are Chinese.,"tensor([[-1.1645, -7.6021, -3.0761, -0.7682]])",middle6120.txt,2023-01-23 21:11:58.914618
race,bert-base-uncased,base,spends much money on Taobao,"tensor([[-9.3929, -7.3686, -4.6200, -8.1651]])",middle2768.txt,2023-01-23 21:12:00.834981
race,bert-base-uncased,base,250,"tensor([[-2.1130, -1.3638, -1.9042, -1.1820]])",middle2768.txt,2023-01-23 21:12:02.709090
race,bert-base-uncased,base,students,"tensor([[ -2.7526,  -1.9153, -10.9245,  -8.7564]])",middle2768.txt,2023-01-23 21:12:04.480642
race,bert-base-uncased,base,Online Shopping in China,"tensor([[-10.7015,  13.2341, -10.0806,  -4.7792]])",middle2768.txt,2023-01-23 21:12:06.385180
race,bert-base-uncased,base,they share similar genes with humans,"tensor([[-10.5849,   7.1764, -10.8546,  -6.8149]])",middle5477.txt,2023-01-23 21:12:08.720790
race,bert-base-uncased,base,discovered the genetic code of the apple,"tensor([[ 6.2590, -4.5833, -1.8164,  6.5815]])",middle5477.txt,2023-01-23 21:12:10.967278
race,bert-base-uncased,base,scientists are studying a new type of apples,"tensor([[-3.7137, -5.4339,  4.7218,  3.4983]])",middle5477.txt,2023-01-23 21:12:13.506420
race,bert-base-uncased,base,a science magazine,"tensor([[  9.2970, -10.9816, -10.9607, -11.0684]])",middle5477.txt,2023-01-23 21:12:15.913754
race,bert-base-uncased,base,students spend too much time in listening to music on the cellphones,"tensor([[ 1.7537,  4.1020, -1.6054, -0.6431]])",middle758.txt,2023-01-23 21:12:18.215893
race,bert-base-uncased,base,Many,"tensor([[ 5.9902,  5.9847,  0.5552, -0.3204]])",middle758.txt,2023-01-23 21:12:20.436196
race,bert-base-uncased,base,go to school without a cellphone,"tensor([[ -3.4354, -10.2260,  -6.4377,  -6.7608]])",middle758.txt,2023-01-23 21:12:22.689952
race,bert-base-uncased,base,give students some good ways of learning.,"tensor([[ 10.2621, -10.7318, -10.5638,  -7.5350]])",middle1689.txt,2023-01-23 21:12:24.758756
race,bert-base-uncased,base,They should do more reading or writing in English.,"tensor([[ -7.2121, -10.0632,   3.7831, -10.1159]])",middle1689.txt,2023-01-23 21:12:26.865433
race,bert-base-uncased,base,What kind of schoolwork is better for students.,"tensor([[-9.4015, -5.7779, -3.2442, -5.7918]])",middle1689.txt,2023-01-23 21:12:29.065789
race,bert-base-uncased,base,themselves and their teachers,"tensor([[ 4.9209, -6.8780,  1.5948, -4.0650]])",middle1689.txt,2023-01-23 21:12:31.130297
race,bert-base-uncased,base,The bag fell from his horse.,"tensor([[-9.6803,  8.3372,  2.0688, -8.8097]])",middle938.txt,2023-01-23 21:12:33.077459
race,bert-base-uncased,base,the bag was too heavy,"tensor([[ 5.2478e-03,  1.5766e+00,  1.0168e+01, -2.8699e+00]])",middle938.txt,2023-01-23 21:12:35.102077
race,bert-base-uncased,base,A great man.,"tensor([[ 4.1495, -2.3641, -1.9113, -9.6936]])",middle938.txt,2023-01-23 21:12:37.102490
race,bert-base-uncased,base,We should help the man who is in trouble.,"tensor([[-10.5007,   0.6997,  -8.4186,  -2.9776]])",middle938.txt,2023-01-23 21:12:40.285995
race,bert-base-uncased,base,three,"tensor([[-3.9711, -3.0758, -4.4259, -5.6363]])",middle2199.txt,2023-01-23 21:12:42.883878
race,bert-base-uncased,base,a funfair,"tensor([[ -9.2229,  -4.9899,   2.1737, -10.3811]])",middle2199.txt,2023-01-23 21:12:44.734905
race,bert-base-uncased,base,hurried from one thing to another,"tensor([[-7.2932, -8.2337,  2.7418, -8.9994]])",middle2199.txt,2023-01-23 21:12:46.688398
race,bert-base-uncased,base,Mr..White,"tensor([[ 0.8025, -2.1940, -2.9230, -1.6290]])",middle2199.txt,2023-01-23 21:12:48.655192
race,bert-base-uncased,base,It appeared in China about thirty centuries ago.,"tensor([[-3.2349, -7.7675,  1.9490, -2.5482]])",middle6261.txt,2023-01-23 21:12:51.005812
race,bert-base-uncased,base,Salmon,"tensor([[-7.7754, -8.6338, -8.3774, -7.2823]])",middle6261.txt,2023-01-23 21:12:53.240667
race,bert-base-uncased,base,3.,"tensor([[-3.5845,  2.1107, -4.6963, -6.0557]])",middle6261.txt,2023-01-23 21:12:55.497804
race,bert-base-uncased,base,One way to control the growth of population.,"tensor([[-4.0630, -5.1819, -9.3299, -5.1894]])",middle6261.txt,2023-01-23 21:12:57.728131
race,bert-base-uncased,base,They are at the cinema,"tensor([[-10.8305, -10.9426, -10.8383,  -2.1327]])",middle991.txt,2023-01-23 21:12:59.073531
race,bert-base-uncased,base,next to,"tensor([[ 3.4003, -3.3648, -7.0890, -2.6713]])",middle991.txt,2023-01-23 21:13:00.437281
race,bert-base-uncased,base,one of his teeth is in the chocolate,"tensor([[-10.7490,   6.7432,  -7.9012,  -5.4973]])",middle991.txt,2023-01-23 21:13:01.817137
race,bert-base-uncased,base,she wants to enjoys the film better,"tensor([[-10.8185,   2.4373,  -5.4414,  -9.9907]])",middle991.txt,2023-01-23 21:13:03.329861
race,bert-base-uncased,base,Because they want to learn more about people from other countries.,"tensor([[-3.1915, -3.2847,  3.5081, 13.2912]])",middle5154.txt,2023-01-23 21:13:05.093352
race,bert-base-uncased,base,all of the above,"tensor([[-1.6205, 10.3675, -6.1316, 13.5862]])",middle5154.txt,2023-01-23 21:13:06.770533
race,bert-base-uncased,base,they like to visit many places in a short time,"tensor([[-7.1918,  2.1034, -6.7683, -6.3141]])",middle5154.txt,2023-01-23 21:13:08.541856
race,bert-base-uncased,base,bungee jumping,"tensor([[-4.0260, -2.2840, -0.4921, -3.9826]])",middle5154.txt,2023-01-23 21:13:10.278355
race,bert-base-uncased,base,go deeper under water and stay longer,"tensor([[ 5.3124, -2.7831, 11.2260,  1.1956]])",middle2703.txt,2023-01-23 21:13:11.843355
race,bert-base-uncased,base,guidebook,"tensor([[-2.0579, -5.2413,  1.4283,  4.1466]])",middle2703.txt,2023-01-23 21:13:13.331998
race,bert-base-uncased,base,There's enough light under water all the time.,"tensor([[-4.6086, -9.6379,  0.6157, -6.8933]])",middle2703.txt,2023-01-23 21:13:14.860783
race,bert-base-uncased,base,Because she cares about the world.,"tensor([[ 6.1146, -8.9394, 15.2727, -8.0761]])",middle1688.txt,2023-01-23 21:13:16.465141
race,bert-base-uncased,base,Talk shows make her famous,"tensor([[ -9.8773,   0.9231,  -6.9324, -11.0130]])",middle1688.txt,2023-01-23 21:13:17.926712
race,bert-base-uncased,base,happy,"tensor([[-10.6603,  -3.9884, -10.7981,  -7.5274]])",middle1688.txt,2023-01-23 21:13:19.418976
race,bert-base-uncased,base,To help young people learn about charity.,"tensor([[-9.6184, -3.6703, 14.1888, -9.6475]])",middle6863.txt,2023-01-23 21:13:21.346561
race,bert-base-uncased,base,four,"tensor([[-1.4927, -0.2361,  0.3845, -0.5657]])",middle6863.txt,2023-01-23 21:13:23.099907
race,bert-base-uncased,base,Art Show,"tensor([[-0.6835,  3.3004, -3.4351, -3.3258]])",middle6863.txt,2023-01-23 21:13:25.026809
race,bert-base-uncased,base,"Lisa ,5 years old.","tensor([[-2.8296, -5.0694, -5.0174, -5.2703]])",middle6863.txt,2023-01-23 21:13:26.850007
race,bert-base-uncased,base,China.,"tensor([[ 6.3222, -2.6813, -6.2160, -6.8758]])",middle5300.txt,2023-01-23 21:13:28.843910
race,bert-base-uncased,base,wood could be made into the best paper,"tensor([[-2.3050, -2.1428,  1.1166, -6.1483]])",middle5300.txt,2023-01-23 21:13:30.818484
race,bert-base-uncased,base,food and drinks,"tensor([[-9.2353, -6.4592, -9.5501, -1.7583]])",middle5300.txt,2023-01-23 21:13:32.837575
race,bert-base-uncased,base,Wang Yaling,"tensor([[-8.8657, -8.3044, -7.5918, -8.1734]])",middle2910.txt,2023-01-23 21:13:36.031109
race,bert-base-uncased,base,a lot of scientific knowledge,"tensor([[ -9.2505,   0.6423,  -1.4085, -10.8451]])",middle2910.txt,2023-01-23 21:13:39.088980
race,bert-base-uncased,base,have a similar dream,"tensor([[-6.2593,  1.3816, -3.6876, -9.6269]])",middle2910.txt,2023-01-23 21:13:42.158209
race,bert-base-uncased,base,their hobbies,"tensor([[ 0.4107, -6.9810, -8.4465, -4.7247]])",middle2910.txt,2023-01-23 21:13:45.232381
race,bert-base-uncased,base,Hope their guests use less disposable things.,"tensor([[ -7.6127,  -2.6563, -10.4697,  -3.3638]])",middle6993.txt,2023-01-23 21:13:48.200329
race,bert-base-uncased,base,disposable things.,"tensor([[-9.3393,  9.1556, -7.3347, -7.9352]])",middle6993.txt,2023-01-23 21:13:50.960046
race,bert-base-uncased,base,Plastic breaks down easily.,"tensor([[-4.0739, -8.9296, -7.8752, -0.7284]])",middle6993.txt,2023-01-23 21:13:53.740998
race,bert-base-uncased,base,Do not forget to reuse daily necessities .,"tensor([[2.1464, 1.4177, 2.4868, 2.5715]])",middle6993.txt,2023-01-23 21:13:56.580416
race,bert-base-uncased,base,we should use less plastic things and protect our environment.,"tensor([[-10.3838,  -7.5142,  10.0465,  -7.4064]])",middle6993.txt,2023-01-23 21:13:59.272358
race,bert-base-uncased,base,manager,"tensor([[ 2.1581, 11.3435, -5.5119,  2.8147]])",middle3508.txt,2023-01-23 21:14:00.369808
race,bert-base-uncased,base,"Yes, she is.","tensor([[-0.4858, -3.0304, -3.0039, -4.7020]])",middle3508.txt,2023-01-23 21:14:01.435125
race,bert-base-uncased,base,Wang Li.,"tensor([[ 7.2343,  2.3955, 11.4048,  5.4599]])",middle3508.txt,2023-01-23 21:14:02.557582
race,bert-base-uncased,base,small,"tensor([[ 4.9798, 10.3304, -0.1693, -5.4454]])",middle1097.txt,2023-01-23 21:14:04.898625
race,bert-base-uncased,base,book,"tensor([[-10.2453,  -9.8629,   2.4977,   2.0589]])",middle1097.txt,2023-01-23 21:14:07.095067
race,bert-base-uncased,base,I can't be a writer.,"tensor([[-1.5687, -5.6524, -5.9359, -5.3372]])",middle1097.txt,2023-01-23 21:14:09.353757
race,bert-base-uncased,base,your decision,"tensor([[2.3621, 9.3238, 9.2641, 3.6369]])",middle1097.txt,2023-01-23 21:14:11.646507
race,bert-base-uncased,base,instead of,"tensor([[ 3.4464, 12.4820,  5.1339,  4.3681]])",middle1097.txt,2023-01-23 21:14:13.847226
