model_name,time once (ms),average_time 50 times (ms),seq_length,context,question,choices,data_id,data_set_name
ONNX Quantized,49.50928688049317,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX Quantized,53.58266830444336,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX Quantized,46.68521881103516,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX Quantized,56.85305595397949,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX Quantized,50.05002021789551,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX Quantized,57.829856872558594,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX Quantized,70.3890323638916,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX Quantized,56.32925033569336,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX Quantized,47.82915115356445,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX Quantized,49.77917671203613,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX Quantized,44.9519157409668,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX Quantized,48.62523078918457,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX Quantized,51.04517936706543,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX Quantized,55.520057678222656,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX Quantized,48.26188087463379,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX Quantized,44.41308975219727,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX Quantized,58.9146614074707,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX Quantized,46.425819396972656,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX Quantized,45.243024826049805,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX Quantized,55.75108528137207,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX Quantized,49.55291748046875,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX Quantized,53.43008041381836,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX Quantized,53.71689796447754,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX Quantized,59.73410606384277,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX Quantized,50.27413368225098,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX Quantized,49.42536354064941,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX Quantized,64.52775001525879,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX Quantized,51.90086364746094,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX Quantized,45.23992538452149,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX-OPT Quantized,45.05538940429688,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX-OPT Quantized,45.99118232727051,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX-OPT Quantized,45.69768905639648,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX-OPT Quantized,48.70486259460449,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX-OPT Quantized,56.89716339111328,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX-OPT Quantized,49.87788200378418,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX-OPT Quantized,60.140132904052734,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX-OPT Quantized,68.66002082824707,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX-OPT Quantized,58.2118034362793,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX-OPT Quantized,50.357818603515625,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX-OPT Quantized,50.965070724487305,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX-OPT Quantized,45.228004455566406,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX-OPT Quantized,49.20721054077149,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX-OPT Quantized,49.5758056640625,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX-OPT Quantized,58.83502960205078,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX-OPT Quantized,48.57015609741211,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX-OPT Quantized,49.67689514160156,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX-OPT Quantized,60.502052307128906,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX-OPT Quantized,46.37694358825684,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX-OPT Quantized,41.07999801635742,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX-OPT Quantized,50.42886734008789,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX-OPT Quantized,48.04706573486328,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX-OPT Quantized,48.3849048614502,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX-OPT Quantized,50.48108100891113,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX-OPT Quantized,64.3930435180664,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX-OPT Quantized,52.18696594238281,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX-OPT Quantized,59.63706970214844,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX-OPT Quantized,69.13614273071289,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX-OPT Quantized,59.26704406738281,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX-OPT Quantized,48.68197441101074,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX-OPT Quantized,56.36191368103027,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX-OPT Quantized,47.92594909667969,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX-OPT Quantized,55.863142013549805,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX-OPT Quantized,57.077884674072266,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX-OPT Quantized,61.77091598510742,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX-OPT Quantized,51.49006843566895,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX-OPT Quantized,49.02195930480957,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX-OPT Quantized,66.57099723815918,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX-OPT Quantized,51.41711235046387,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX-OPT Quantized,45.29595375061035,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
ONNX-OPT Quantized,52.07204818725586,,19,"When particles of matter are closer together, they can more quickly pass the energy of vibrations to nearby particles.","If Jim moves some particles of matter farther apart, what will happen to the rate at which they can pass vibrations on to nearby particles?","['decrease', 'increase']",0,quartz
ONNX-OPT Quantized,45.685768127441406,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.","Dogs, compared to camels, will have differences in their DNA that is","['less', 'more']",10,quartz
ONNX-OPT Quantized,52.09708213806152,,20,"The longer the amount of time since species diverged, the more differences there will be in their DNA or proteins.",Species that diverged more recently than two other species diverged will have _____ differences in their DNA.,"['more', 'less']",20,quartz
ONNX-OPT Quantized,51.46527290344238,,18,An increase in greenhouse gases will increase the changes that are already being seen including in ocean acidity.,"Micah sees that there are less new changes going on to the ocean acidity, and can know that the greenhouse gases have","['increased', 'decreased']",30,quartz
ONNX-OPT Quantized,61.35916709899902,,18,"The greater the mass of an object, the less it will accelerate when a given force is applied.","If Mona is pushing some toy cars around and she knows that the mass of the truck is less then the mass of the car, which one will accelerate faster when she pushes it?","['truck', 'car']",40,quartz
ONNX-OPT Quantized,49.31783676147461,,10,Increases the sheen on leaves to make them more reflective.,"If Milo is growing some plants in his garden and he accidentally coats them with something that decreases their sheen, what happens to their reflectivity?","['increases', 'decreases']",50,quartz
ONNX-OPT Quantized,58.32195281982422,,16,"Friction causes the molecules on rubbing surfaces to move faster, so they have more heat energy.",Jimbo was playing on his sled one day. He slid down a snowy hill and then slid down a rocky hill. Which hill created more heat energy?,"['snowy hill', 'rocky hill']",60,quartz
ONNX-OPT Quantized,70.63603401184082,,10,Increases the sheen on leaves to make them more reflective.,Billy was taking care of his plants and noticed that the leaves on them were different. On one he could actually see his own image reflected back on the leaves while the other he couldn't see himself at all. He concluded that the one he couldn't see his image on had,"['more sheen', 'less sheen']",70,quartz
ONNX-OPT Quantized,50.720930099487305,,22,The increase in turgor pressure of the guard cells results in the opening up of the stomata which results in increased transpiration.,"Dana decreases turgor pressure of the guard cells, forcing the stomata open, which will cause transpiration to be","['increased', 'decreased']",80,quartz
ONNX-OPT Quantized,45.10378837585449,,14,"The more energy the wave has, the farther the particles of the medium move.","If Jim increases the amount of energy in the sound wave he is producing, the particles inside the water he is screaming into","['move faster', 'move slower']",90,quartz
Base,1192.8670406341553,,339,"I am a psychologist. I first met Timothy, a quiet, overweight eleven-year-old boy, when his mother brought him to me to discuss his declining grades. A few minutes with Timothy were enough to confirm that his self-esteem  and general happiness were falling right along with _ . I asked about Timothy's typical day. He awoke every morning at six thirty so he could reach his school by eight and arrived home around four thirty each afternoon. He then had a quick snack, followed by either a piano lesson or a lesson with his math tutor. He finished dinner at 7 pm, and then he sat down to do homework for two to three hours. Quickly doing the math in my head, I found that Timothy spent an average of thirteen hours a day at a writing desk.
What if Timothy spent thirteen hours a day at a sewing machine instead of a desk? We would immediately be shocked, because that would be called children being horribly mistreated. Timothy was far from being mistreated, but the mountain of homework he faced daily resulted in a similar consequence --he was being robbed of his childhood. In fact, Timothy had no time to do anything he truly enjoyed, such as playing video games, watching movies, or playing board games with his friends.
Play, however, is a crucial part of healthy child development. It affects children's creativity, their social skills, and even their brain development. The absence of play, physical exercise, and freefrom social interaction takes a serious toll on many children. It can also cause significant health problems like childhood obesity, sleep problems and depression.
Experts in the field recommend the minutes children spend on their homework should be no more than ten times the number of their grade level. As a fifthgrader, Timothy should have no more than fifty minutes a day of homework (instead of three times that amount). Having an extra two hours an evening to play, relax, or see a friend would soundly benefit any child's life quality.",What did the writer think of Timothy after learning about his typical day?,"['Timothy was very hardworking.', 'Timothy was being mistreated.', 'Timothy had a heavy burden.', 'Timothy was enjoying his childhood.']",0,race
Base,1494.1799640655518,,433,"I've often had difficulty remembering names. Proper nouns seldom found easy purchase in my brain unless I consciously repeat them over and over again. Needless to say, when people leave my life their names are often soon forgotten. This can have some embarrassing consequences.
Five or six years after high school graduation, I was reading carefully the shelves of a local auto supply shop when I noticed someone familiar enter the store. I knew him. He was in my graduation class and although he was not a good friend of mine, we had shared many classes and knew each other well. I began to feel an increasing sense of foreboding and quickly hid behind the nearest shelving unit. I should have known his name. How many times had I heard it during class role call? How many conversations had we had in the hallways?
I easily remembered his surname, ""Ricca"". His was a large, well know family in the town of my childhood. I couldn't have just _ him using his surname. I might as well have admitted forgetting his name, which was not a choice. One's name is important to every person's identity. Not remembering an old acquaintance's name is similar to forgetting your wife's favourite flower, an embarrassing mistake of the highest order.
I quickly ran through the alphabet  , a strategy I developed for just such an occasion. Abe? No, Adam, Andy, Bob? No, Bill? Yes! Bill sounded right. Of course, his name is Bill. I confidently made my way around the shelves and spoke to him as he was studying some cans of motor oil.
""Bill, how are you doing?"", I said offering him my hand which he took with a friendly shake. We talked a bit, some amusing remarks about our college experiences and such. I took his hand again, said how good it was to see him and gave him a happy wave, calling him by name again, as I left.
I was so pleased that I avoided yet another awkward encounter  that I could feel a big smile on my face as I paid the cashier and exited the store. As I marched merrily across the parking lot, an awful thought came into my mind. John, his name is John! Where did Bill come from? Was that one of my brothers? The sudden realization of what I did made me stop in my tracks. My head dropped when I realized my mistake. There was no way Mrs. Ricca would name one of her sons ""Bill"". ""Billerica"" was the name of a town just north of Boston.",We can infer from the passage that   _  .,"['The writer must have experienced such embarrassment many times', 'The writer had difficulty remembering names because he was getting old', ""Running through the alphabet was always an effective way of remembering an acquaintance's name for the writer"", 'Mrs. Ricca would have named one of her sons ""Bill"" if Billerica was not the name of a town north of Boston']",10,race
Base,1505.2978992462158,,385,"""Is there anything else you need, honey?"" my dad asked me as he put three twenty dollar bills in my hand. I was traveling back home from a family visit, and after treating me to breakfast and filling my car with gas, it was obvious that my dad wanted to make sure that I would be okay on the road.
""No, Dad. You've done so much already. Thank you!"" I was overwhelmed once again by his kind acts of providing everything I needed, although I turned 40. Yet I realize that in my father's eyes, I will always be his little girl. He takes deep pleasure in knowing his children are all right. Now that he has enough money, he loves to give whenever he sees a need.
But this was not always the case. Divorced from my mother when I was 11, my dad couldn't be around his kids as often as he would have liked. Money was also tight; even weekend visits were rare. However, my dad stayed in constant communication with us and made sure he was involved in our lives. Though he couldn't always be there in person, I knew he was only a phone call away. I could always make sure of that.
Even now, almost 30 years later, I treasure knowing that I can pick up the phone and call Dad, and he'll be there for me. I have a wonderful husband, but that hasn't changed how Dad sees me. I'm still his child and he loves to see that my needs are met.
I remember a time when I was shopping in a hardware store   with Dad. I mentioned my plans to paint one wall in my house. Well, that's all it took for Dad to take action. By the time I got to the checkout  line, all the supplies I picked out were put out of my hands and placed with things he bought.
Then there was the time when I took him with me to do some grocery shopping for just a few "" items"". By the time we were finished, my shopping cart was full of groceries from every shelf in the store! My sister and I joke that if you don't want Dad to buy it for you, avoid even mentioning you want something.",Which of the following is not TRUE?,"['After the author got married, her father no longer get himself involved in her life.', ""Now the father's economic condition is satisfying."", ""The author's father was divorced when she was 11."", 'The father has a great sense of responsibility.']",20,race
Base,1056.481122970581,,317,"I walked down the hall heading to see my 88-year-old grandma who had been in hospital. Each member of the family was taking turns sitting with her because of her dementia  . As I did I looked very carefully at some of the rooms on this wing of the hospital, and it seemed that almost every bed held an elderly person. Some appeared to be confused, and some just looked lonely. I couldn't help but notice that there was no family there, no one to care them, and no one to reduce the ache of loneliness. My heart broke inside me.
They are aging, with withered   skin on their faces and hands, their eyes look tried, and yet no one notices them. Could it be that we are far too busy to slow down and give a moment of our time to anyone that may swerve   us off the course we are traveling on? Are we afraid of those who have come before us to pave the way, afraid that they carry some awful disease that if we get too close we might catch it?
Whatever the case may be, one day we will be those same people that we long to avoid. We pay thousands of dollars for staying young, and we may turn up the music to forget the thoughts of getting older. But, try as we might, time and age will catch up with us.
We seem to have come to detest   the elderly. While we once held them in high regard and honor, always enjoying their stories of history, we now see them as a pain, always in our way. Isn't it time we wake up?
So, next time you see a withered hand extended in need, or peer into the eyes of a lonely aging face, don't run or look away. Remember, it might just be you in that place one day.",What made the author deeply sad?,"['The poor food for the patients.', 'The sight he saw in the hospital.', 'The hopeless patients in the hospital.', 'The bad service of the hospital.']",30,race
Base,1145.8218097686768,,327,"Let us take a serious look at what the results might be if such a suggestion were accepted. Families might use the time for a real family hour. They might sit around together after dinner and actually talk to one another. It is well known that many of our problems-everything, in fact, from the generation gap  to the high divorce rate to some forms of mental illnesses-are caused at least in part by the failure to communicate. We do not tell each other what is disturbing us. The result is emotional difficulty of one kind or another. By using the quiet family hour to discuss our problems, we might get to know each other better, and to like each other better.
On evenings when such talk is unnecessary, families could rediscover more active entertainments. Freed from TV, forced to find their own activities, they might take a ride together to watch the sunset. Or they might take a walk together and see the neighborhood with fresh, new eyes.
With free time and no TV, children and adults might rediscover reading. There is more entertainment in a good book than in a month of typical TV programming. Educators report that the generation growing up with television can hardly write an English sentence, even at the college level. Writing is often learned from reading. A more cultured new generation could be a product of the quiet hour.
At first glance, the idea of an hour without TV seems radical  . What will parents do without the electronic baby-sitter? How will we spend the time? But it's not radical at all. It has been only twenty-five years since television came to control our free time. Those of us thirty-five and older can remember childhoods without television, spent partly with radio-which at least involved the listener's imagination-but also with reading, learning, talking, playing games and inventing new activities. It wasn't that difficult, honest. The truth is that we had a ball.","According to the text, good books   _  .","['offer as much knowledge as TV does', 'are more entertaining than TV', 'should be made into films', 'cannot be found easily']",40,race
Base,1600.5327701568604,,583,"What is one of the most boring and tiresome words ever? Like discipline, responsibility is one of those words you have probably heard so many times from authority figures that you have been a bit allergic to it. Still, it's one of the most important things to grow and to feel good about your life. Without it as a foundation nothing else in any personal development book really works.
It's been said that the line between childhood and adulthood is crossed when we move from saying""It got lost""to""I lost it"". Indeed, being accountable, understanding and accepting the role our choices play in the things that happen are important signs of emotional and moral maturity. That's why responsibility is one of the main supports of good character.
Many people have been refusing to grow up and avoiding the burdens implied in being accountable. Yes, responsibility sometimes requires us to do things that are unpleasant or even frightening. It asks us to carry our own weight, prepare and set goals and exercise the discipline to reach our ambitions. But the benefits of accepting responsibility are far more important than the short-lived advantages of refusing to do so. No one makes his or her life better by avoiding responsibility. In fact, irresponsibility is a form of self-forced servitude   to circumstances and to other people.
George Bernard Shaw once said,""People are always blaming their circumstances for what they are. I don't believe in circumstances. The people whoget onin this world are the people who get up and look for the circumstances they want, and, if they can't find them, make them.""""Man must stop owing his problems to his environment and learn again to exercise his will -- his personal responsibility in the realm of faith and morals,""said Albert Schweitzer.
The following incident shows blaming others and not taking full responsibility: Bernard L. Brown, Jr., once worked in a hospital where a patient knocked over a cup of water, which spilled on the floor beside the patient's bed. The patient was afraid he might slip on the water if he got out of the bed, so he asked a nurse to mop it up. The patient didn't know it, but the hospital policy said that small spills were the responsibility of the nurse while large spills were to be mopped up by the hospital's housekeeping group.
The nurse decided the spill was a large one and she called the housekeeping group. A housekeeper arrived and declared the spill a small one. An argument followed.""It's not my responsibility,""said the nurse,""because it's a large puddle  .""The housekeeper didn't agree.""Well, it's not mine,""she said,""the puddle is too small.""
The angry patient listened for a time, then took a pitcher of water from his night table and poured the whole thing on the floor.""Is that a big enough puddle now for you two to decide?""he asked. It was, and that was the end of the argument.
So, responsibility is about our ability to respond to circumstances and to choose the attitudes, actions and reactions that shape our lives. It is a concept of power that puts us in the driver's seat. The grand sight of the potential of our lives can only be appreciated when we begin to be accountable and independent. If you want more control over your life and the pleasures, power of freedom and independence, all you have to do is be responsible. Responsible people not only depend on themselves, but show others that they can be depended on.",What can we learn about responsibility?,"[""It's of secondary importance to discipline."", ""It's the basic but leading quality in one's life."", 'It has the same requirements for people as discipline.', ""It's the most important factor in building one's character.""]",50,race
