adapter,reader,model_name,time once (ms),average_time 50 times (ms),seq_length,context,question,data_id,data_set_name
boolq,roberta-base,Base Quantized,230.9861183166504,,188,"``Eye of the Tiger'' is a song by American rock band Survivor. It was released as a single from their third album of the same name Eye of the Tiger and was also the theme song for the film Rocky III, which was released a day before the single. The song was written by Survivor guitarist Frankie Sullivan and keyboardist Jim Peterik, and was recorded at the request of Rocky III star, writer, and director Sylvester Stallone, after Queen denied him permission to use ``Another One Bites the Dust'', the song Stallone intended as the Rocky III theme. Originally, the song was made for the movie The Karate Kid. The director of both Rocky and The Karate Kid planned to use the song for a fighting montage towards the end of the feature. John G. Avildsen opted to using ``You're the Best'' by Joe Esposito. The version of the song that appears in the movie is the demo version of the song. The movie version also contained tiger growls, something that did not appear on the album version. It features original Survivor singer Dave Bickler on lead vocals.",was eye of the tiger written for rocky,177,boolq
boolq,roberta-base,Base Quantized,184.80205535888672,,131,"Because the courts of appeals possess only appellate jurisdiction, they do not hold trials. Only courts with original jurisdiction hold trials and thus determine punishments (in criminal cases) and remedies (in civil cases). Instead, appeals courts review decisions of trial courts for errors of law. Accordingly, an appeals court considers only the record (that is, the papers the parties filed and the transcripts and any exhibits from any trial) from the trial court, and the legal arguments of the parties. These arguments, which are presented in written form and can range in length from dozens to hundreds of pages, are known as briefs. Sometimes lawyers are permitted to add to their written briefs with oral arguments before the appeals judges. At such hearings, only the parties' lawyers speak to the court.",does the us court of appeals have original jurisdiction,178,boolq
boolq,roberta-base,Base Quantized,125.51093101501463,,59,"If a player's king is placed in check and there is no legal move that player can make to escape check, then the king is said to be checkmated, the game ends, and that player loses (Schiller 2003:20--21). Unlike other pieces, the king is never actually captured or removed from the board because checkmate ends the game (Burgess 2009:502).",do you win chess by taking the queen,179,boolq
boolq,roberta-base,Base Quantized,94.3760871887207,,55,"A fried egg is a cooked dish made from one or more eggs which are removed from their shells and placed into a pan, usually without breaking the yolk, and fried with minimal accompaniment. Fried eggs are traditionally eaten for breakfast in many countries but may also be served at other times of the day.",does a fried egg have a runny yolk,180,boolq
boolq,roberta-base,Base Quantized,92.40007400512695,,43,"In April 2012, Boo was the subject of a death hoax after #RIPBOO appeared on Facebook. Tweets followed as Gizmodo writer Sam Biddle tweeted that Boo had died. It was later confirmed by the Chronicle Book staff that Boo was alive and well.",did boo the world's cutest dog die,181,boolq
boolq,roberta-base,Base Quantized,154.25992012023926,,91,"Kelly played Laurie Forman, the older sister of Eric Forman, on That '70s Show. She abruptly left the show midway through the third season, and her character was written out of the show to ``attend beauty school''. She returned to the show in the fifth season for four episodes but was replaced with Christina Moore in the sixth season. In an interview with ABC News, she admitted that ``with That '70s Show I was guilty of a drinking problem, and I ran'', blaming her alcoholism on the loss of a baby.",did they change laurie in that 70s show,182,boolq
boolq,roberta-base,Base Quantized,90.50822257995604,,35,"The waterway allows passage from the Atlantic Ocean to the inland port of Duluth on Lake Superior, a distance of 2,340 miles (3,770 km) and to Chicago, on Lake Michigan, at 2,250 miles (3,620 km).",can you boat from lake michigan to atlantic ocean,183,boolq
boolq,roberta-base,Base Quantized,110.59689521789552,,78,"Scotland have never advanced beyond the first round of the finals competition. They have missed out on progressing to the second round three times on goal difference: in 1974, when Brazil edged them out; in 1978, when the Netherlands progressed; and in 1982, when the USSR went through. Although Scotland have played at eight finals tournaments, they have qualified on nine occasions. The Scottish Football Association declined to participate in 1950 as Scotland were not the British champions.",have scotland ever been in the world cup final,184,boolq
boolq,roberta-base,Base Quantized,140.78307151794434,,90,"Naval Base San Diego, which locals refer to as 32nd Street Naval Station, is the second largest Surface Ship base of the United States Navy and is located in San Diego, California. Naval Base San Diego is the principal homeport of the Pacific Fleet, consisting of over 50 ships and over 190 tenant commands. The base is composed of 13 piers stretched over 977 acres (3.95 km) of land and 326 acres (1.32 km) of water. The total on base population is over 24,000 military personnel and over 10,000 civilians.",is there a military base in san diego,185,boolq
boolq,roberta-base,Base Quantized,109.4510555267334,,65,"The 1966 FIFA World Cup was the eighth FIFA World Cup and was held in England from 11 to 30 July 1966. England beat West Germany 4--2 in the final, winning the Jules Rimet Trophy. It is England's only FIFA World Cup title. They were the fifth nation to win and the third host nation to win after Uruguay in 1930 and Italy in 1934.",did england host the world cup in 1966,186,boolq
boolq,roberta-base,Base Quantized,71.63596153259277,,22,An athlete who is awarded a letter (or letters in multiple sports) is said to have ``lettered'' when they receive their letter.,can you get more than one varsity letter,187,boolq
boolq,roberta-base,Base Quantized,220.02291679382324,,156,"Most seat belt laws in the United States are left to the states. However, the first seat belt law was a federal law, Title 49 of the United States Code, Chapter 301, Motor Vehicle Safety Standard, which took effect on January 1, 1968, that required all vehicles (except buses) to be fitted with seat belts in all designated seating positions. This law has since been modified to require three-point seat belts in outboard-seating positions, and finally three-point seat belts in all seating positions. Initially, seat belt use was voluntary. New York was the first state to pass a law which required vehicle occupants to wear seat belts, a law that came into effect on December 1, 1984. Officer Nicholas Cimmino of the Westchester County Department of Public Safety wrote the nation's first ticket for such violation. New Hampshire is the only state that has no enforceable laws for the wearing of seat belts in a vehicle.",are there any states that do not have a seat belt law,188,boolq
boolq,roberta-base,Base Quantized,135.35284996032715,,84,"Although it is widely believed that a worker honey bee can sting only once, this is a partial misconception: although the stinger is in fact barbed so that it lodges in the victim's skin, tearing loose from the bee's abdomen and leading to its death in minutes, this only happens if the skin of the victim is sufficiently thick, such as a mammal's. Honey bees are the only hymenoptera with a strongly barbed sting, though yellow jackets and some other wasps have small barbs.",do bees die if they lose their stinger,189,boolq
boolq,roberta-base,Base Quantized,159.8358154296875,,93,"The Tomb of the Unknown Soldier or the Tomb of the Unknowns is a monument dedicated to U.S. service members who have died without their remains being identified. Having no officially designated name, it is located in Arlington National Cemetery in Virginia, United States of America. The World War I ``Unknown'' is a recipient of the Medal of Honor, the Victoria Cross, and several other foreign nations' highest service awards. The U.S. Unknowns who were interred are also recipients of the Medal of Honor, presented by U.S. Presidents who presided over their funerals.",are there actual bodies in the tomb of the unknown soldier,190,boolq
boolq,roberta-base,Base Quantized,140.91897010803223,,71,"A pickled cucumber (commonly known as a pickle in the United States and Canada and a gherkin in Britain, Ireland, Australia, South Africa and New Zealand) is a cucumber that has been pickled in a brine, vinegar, or other solution and left to ferment for a period of time, by either immersing the cucumbers in an acidic solution or through souring by lacto-fermentation. Pickled cucumbers are often part of mixed pickles.",is a pickle the same as a gherkin,191,boolq
boolq,roberta-base,Base Quantized,152.52304077148438,,90,"Stenotype keyboards enable the trained user to input text as fast as 225 wpm or faster at very high accuracy for an extended period of time, which is sufficient for real-time activities such as court reporting or closed captioning. While dropout rates are very high--in some cases, only 10% or even less graduate--stenotype students are usually able to reach speeds of 100--120 wpm within six months, which is faster than most alphanumeric typists. Guinness World Records gives 360 wpm with 97.23% accuracy as the highest achieved speed using a stenotype.",is it possible to type 200 words per minute,192,boolq
boolq,roberta-base,Base Quantized,168.37501525878906,,106,"Rampage is a 2018 American science fiction monster film directed by Brad Peyton, and loosely based on the video game series of the same name by Midway Games. The film stars Dwayne Johnson, Naomie Harris, Malin Åkerman, Jake Lacy, Joe Manganiello, and Jeffrey Dean Morgan. It follows a primatologist named Davis Okoye who must team up with George, an albino gorilla who turns into a raging creature of enormous size as a result of a rogue experiment, to stop two other mutated animals from destroying Chicago. It is the third collaboration between Peyton and Johnson, following Journey 2: The Mysterious Island (2012) and San Andreas (2015).",is the rampage movie based on the game,193,boolq
boolq,roberta-base,Base Quantized,187.01696395874023,,126,"Although the alligator has a heavy body and a slow metabolism, it is capable of short bursts of speed, especially in very short lunges. Alligators' main prey are smaller animals they can kill and eat with a single bite. They may kill larger prey by grabbing it and dragging it into the water to drown. Alligators consume food that cannot be eaten in one bite by allowing it to rot, or by biting and then spinning or convulsing wildly until bite-sized chunks are torn off. This is referred to as a ``death roll''. Critical to the alligator's ability to initiate a death roll, the tail must flex to a significant angle relative to its body. An alligator with an immobilized tail cannot perform a death roll.",do alligators drown their prey and eat it later,194,boolq
boolq,roberta-base,Base Quantized,513.3318901062012,,386,"During the summer of 1990, a group of workers from the Black Hills Institute, located in Hill City, searched for fossils at the Cheyenne River Indian Reservation in western South Dakota near the city of Faith. By the end of the summer, the group had discovered Edmontosaurus bones and was ready to leave. However, a flat tire was discovered on their truck before the group could depart on August 12. While the rest of the group went into town to repair the truck, Sue Hendrickson decided to explore the nearby cliffs that the group had not checked. As she was walking along the base of a cliff, she discovered some small pieces of bone. She looked above her to see where the bones had originated, and observed larger bones protruding from the wall of the cliff. She returned to camp with two small pieces of the bones and reported the discovery to the president of the Black Hills Institute, Peter Larson. He determined that the bones were from a T. rex by their distinctive contour and texture. Later, closer examination of the site showed many visible bones above the ground and some articulated vertebrae. The crew ordered extra plaster and, although some of the crew had to depart, Hendrickson and a few other workers began to uncover the bones. The group was excited, as it was evident that much of the dinosaur had been preserved. Previously discovered T. rex skeletons were usually missing over half of their bones. It was later determined that Sue was a record 90 percent complete by bulk, and 73% complete counting the elements. Scientists believe that this specimen was covered by water and mud soon after its death which prevented other animals from carrying away the bones. Additionally, the rushing water mixed the skeleton together. When the fossil was found the hip bones were above the skull and the leg bones were intertwined with the ribs. The large size and the excellent condition of the bones were also surprising. The skull was 1,394 mm (54.9 in) long, and most of the teeth were still intact. After the group completed excavating the bones, each block was covered in burlap and coated in plaster, followed by a transfer to the offices of The Black Hills Institute where they began to clean the bones.",has a t rex skull ever been found,195,boolq
boolq,roberta-base,Base Quantized,233.39319229125977,,155,"The original configuration of the Band ended its touring career in 1976 with an elaborate live ballroom performance featuring numerous musical celebrities. This performance was filmed for Martin Scorsese's 1978 documentary The Last Waltz. The Band resumed touring in 1983 without guitarist Robertson, who had found success with a solo career and as a Hollywood music producer. Following a 1986 show, Manuel committed suicide. The remaining three members continued to tour and record albums with a succession of musicians filling Manuel's and Robertson's roles; the final configuration of the group included Richard Bell (piano), Randy Ciarlante (drums), and Jim Weider (guitar). Danko died of heart failure in 1999, after which the group broke up for good. Helm was diagnosed with throat cancer in 1998 and was unable to sing for several years, but he eventually regained the use of his voice. He continued to perform and released several successful albums until he died in 2012.",are all the members of the band still alive,196,boolq
boolq,roberta-base,Base Quantized,84.91921424865723,,37,"Since 22 February 2017, New Hampshire is a constitutional carry state, requiring no license to open carry or concealed carry a firearm in public. Concealed carry permits are still issued for purposes of reciprocity with other states.",do you need a permit to carry a gun in nh,197,boolq
boolq,roberta-base,Base Quantized,98.98877143859865,,65,"Situated on the continent of Antarctica, it is the site of the United States Amundsen--Scott South Pole Station, which was established in 1956 and has been permanently staffed since that year. The Geographic South Pole is distinct from the South Magnetic Pole, the position of which is defined based on the Earth's magnetic field. The South Pole is at the center of the Southern Hemisphere.",is antarctica the same as the south pole,198,boolq
boolq,roberta-base,Base Quantized,123.75402450561523,,71,"Most competitive inhibitors function by binding reversibly to the active site of the enzyme. As a result, many sources state that this is the defining feature of competitive inhibitors. This, however, is a misleading oversimplification, as there are many possible mechanisms by which an enzyme may bind either the inhibitor or the substrate but never both at the same time. For example, allosteric inhibitors may display competitive, non-competitive, or uncompetitive inhibition.",do competitive inhibitors bind to the active site,199,boolq
boolq,roberta-base,Base Quantized,451.4460563659668,,320,"There is evidence that at least one woman, Amanda Clement, was umpiring semi-professional games as early as 1905. ``Mandy,'' as she was called, grew up near a ballpark in her hometown of Hudson, South Dakota, where she was introduced to baseball by her brother Henry. Miss Clement began umpiring while a student at Yankton College, and gained fame nationwide for her knowledge of baseball and her accuracy in umpiring the games. She was paid between $10 and $15 per game, which helped pay her tuition. She umpired games in North Dakota, Iowa, Minnesota, Nebraska, and South Dakota until at least 1909, and later became a physical education instructor for high school and college women's teams. She still would umpire an occasional semi-pro game in South Dakota even during the 1910s. There were several other woman umpires in the early 1920s: one was Mrs. Deana Ernest of Toledo, Ohio, who umpired semi-pro games in the area, and also managed a city league team there. Another was Nina Belle Hurst, a resident of Sawtelle, California, who umpired in the Southern California Baseball Managers Association. During World War II, there were also some women who umpired, including some the press jokingly referred to as ``WUMPS'' (women umpires). Among them was Lorraine Heinisch, of Kenosha WI, who umpired semi-pro games in 1943, including a championship game in Wichita, Kansas. The first woman to umpire a professional game was Bernice Gera. A former Little League coach and a passionate fan of baseball, she entered umpiring school in 1967 (the first woman ever to attend the Fort Lauderdale Baseball School). After a lengthy court battle with major league baseball, she finally won the right to umpire. Her first pro game was in the minor leagues in June 1972--a game between the Auburn Phillies and Geneva Rangers in the New York-Penn League, but after several disputed calls, she decided to resign and never umpired another professional game.",has a woman ever played minor league baseball,200,boolq
boolq,roberta-base,Base Quantized,191.9071674346924,,130,"In the United States, burglary is prosecuted as a felony or misdemeanor and involves trespassing and theft, entering a building or automobile, or loitering unlawfully with intent to commit any crime, not necessarily a theft--for example, vandalism. Even if nothing is stolen in a burglary, the act is a statutory offense. Buildings can include hangars, sheds, barns, and coops; burglary of boats, aircraft, trucks, and railway cars is possible. Burglary may be an element in crimes involving rape, arson, kidnapping, identity theft, or violation of civil rights; indeed, the ``plumbers'' of the Watergate scandal were technically burglars. As with all legal definitions in the U.S., the foregoing description may not be applicable in every jurisdiction, since there are 50 separate state criminal codes, plus federal and territorial codes in force.",is breaking and entering into a car a felony,201,boolq
boolq,roberta-base,Base Quantized,96.92025184631348,,43,"VictoriaPlum.com, a trading name of Victoria Plum Ltd, is an online bathroom retailer. The company traded under the name Victoria Plumb up until 21 July 2015, when it was rebranded as VictoriaPlum.com, in order to emphasise the exclusively online nature of the business.",is victoria plum the same as victorian plumbing,202,boolq
boolq,roberta-base,Base Quantized,145.42603492736816,,94,"Along with his friend Alistair and Tess's coach Tink, Charlie takes a boat to find her. The following sunset, Charlie misses his game with Sam. As Charlie confesses his love for his departed sibling, Sam tells Charlie that he loves him back and moves on from the living world. He appears to Charlie as a shooting star in the sky to reveal Tess' location. The group finds Tess' wrecked boat along with her lying on the rocks. Charlie uses his body heat to keep Tess warm until they are found by the Coast Guard.",is tess carroll died in charlie st cloud,203,boolq
boolq,roberta-base,Base Quantized,151.5209674835205,,98,"The National Guard of the United States, part of the reserve components of the United States Armed Forces, is a reserve military force, composed of National Guard military members or units of each state and the territories of Guam, the Virgin Islands, Puerto Rico, and the District of Columbia, for a total of 54 separate organizations. All members of the National Guard of the United States are also members of the militia of the United States as defined by 10 U.S.C. § 246. National Guard units are under the dual control of the state and the federal government.",does each state have their own national guard,204,boolq
boolq,roberta-base,Base Quantized,121.0629940032959,,66,"More than 56% of the dust fertilizing the Amazon rainforest comes from the Bodélé depression in Northern Chad in the Sahara desert. The dust contains phosphorus, important for plant growth. The yearly Sahara dust replaces the equivalent amount of phosphorus washed away yearly in Amazon soil from rains and floods. Up to 50 million tonnes of Sahara dust per year are blown across the Atlantic Ocean.",does the sahara desert in northern africa help south americas amazon rainforest grow,205,boolq
boolq,roberta-base,Base Quantized,196.17891311645508,,122,"At the Liberation of France in the summer of 1944, Metropolitan France kept GMT+2 as it was the time then used by the Allies (British Double Summer Time). In the winter of 1944--1945, Metropolitan France switched to GMT+1, same as in the United Kingdom, and switched again to GMT+2 in April 1945 like its British ally. In September 1945, Metropolitan France returned to GMT+1 (pre-war summer time), which the British had already done in July 1945. Metropolitan France was officially scheduled to return to GMT+0 on November 18, 1945 (the British returned to GMT+0 in on October 7, 1945), but the French government canceled the decision on November 5, 1945, and GMT+1 has since then remained the official time of Metropolitan France.",is france the same timezone as the uk,206,boolq
boolq,roberta-base,Base Quantized,99.36118125915527,,49,"A standard home blow dryer will kill 96.7% of eggs with proper technique. To be effective, the blow dryer must be used repeatedly (every 1 to 7 days since eggs hatch in 7 to 10 days) until the natural life cycle of the lice is over (about 4 weeks).",can the heat of a hair dryer kill lice,207,boolq
boolq,roberta-base,Base Quantized,164.38794136047363,,119,"When entering into force in 1994, the EEA parties were 17 states and two European Communities: the European Community, which was later absorbed into the EU's wider framework, and the now defunct European Coal and Steel Community. Membership has grown to 31 states as of 2016: 28 EU member states, as well as three of the four member states of the EFTA (Iceland, Liechtenstein and Norway). The Agreement is applied provisionally with respect to Croatia--the remaining and most recent EU member state--pending ratification of its accession by all EEA parties. One EFTA member, Switzerland, has not joined the EEA, but has a series of bilateral agreements with the EU which allow it also to participate in the internal market.",is israel part of the european economic area,208,boolq
boolq,roberta-base,Base Quantized,159.8830223083496,,117,"The Three Little Pigs is a fable about three pigs who build three houses of different materials. A big bad wolf blows down the first two pigs' houses, made of straw and sticks respectively, but is unable to destroy the third pig's house, made of bricks. Printed versions date back to the 1840s, but the story itself is thought to be much older. The phrases used in the story, and the various morals drawn from it, have become embedded in Western culture. Many versions of The Three Little Pigs have been recreated or have been modified over the years, sometimes making the wolf a kind character. It is a type 124 folktale in the Aarne--Thompson classification system.",is the three little pigs a nursery rhyme,209,boolq
boolq,roberta-base,Base Quantized,138.5500431060791,,79,"In the show's 1991--92 season, Murphy became pregnant. When her baby's father (ex-husband and current underground radical Jake Lowenstein) expressed his unwillingness to give up his own lifestyle to be a parent, Murphy chose to have the child and raise it alone. Another major fiction-reality blending came at Murphy's baby shower: the invited guests were journalists Katie Couric, Joan Lunden, Paula Zahn, Mary Alice Williams and Faith Daniels, who treated the fictional Murphy and Corky as friends and peers.",did murphy brown have a baby on the show,210,boolq
boolq,roberta-base,Base Quantized,138.3800506591797,,92,"Maple syrup is a syrup usually made from the xylem sap of sugar maple, red maple, or black maple trees, although it can also be made from other maple species. In cold climates, these trees store starch in their trunks and roots before winter; the starch is then converted to sugar that rises in the sap in late winter and early spring. Maple trees are tapped by drilling holes into their trunks and collecting the exuded sap, which is processed by heating to evaporate much of the water, leaving the concentrated syrup.",does maple syrup come straight from the tree,211,boolq
boolq,roberta-base,Base Quantized,110.65506935119627,,60,"The Adventures of Puss in Boots is an American computer-animated web television series. It stars the character Puss in Boots from the DreamWorks Animation Shrek franchise and its 2011 spin-off film, voiced by Eric Bauza. The series premiered with its first five episodes on Netflix on January 16, 2015; the sixth and final season was released on January 26, 2018.",will there be a season 7 of puss in boots on netflix,212,boolq
boolq,roberta-base,Base Quantized,308.19201469421387,,246,"While Robert Hooke's discovery of cells in 1665 led to the proposal of the Cell Theory, Hooke misled the cell membrane theory that all cells contained a hard cell wall since only plant cells could be observed at the time. Microscopists focused on the cell wall for well over 150 years until advances in microscopy were made. In the early 19th century, cells were recognized as being separate entities, unconnected, and bound by individual cell walls after it was found that plant cells could be separated. This theory extended to include animal cells to suggest a universal mechanism for cell protection and development. By the second half of the 19th century, microscopy was still not advanced enough to make a distinction between cell membranes and cell walls. However, some microscopists correctly identified at this time that while invisible, it could be inferred that cell membranes existed in animal cells due to intracellular movement of components internally but not externally and that membranes weren't the equivalent of a cell wall to plant cell. It was also inferred that cell membranes weren't vital components to all cells. Many refuted the existence of a cell membrane still towards the end of the 19th century. In 1890, an update to the Cell Theory stated that cell membranes existed, but were merely secondary structures. It wasn't until later studies with osmosis and permeability that cell membranes gained more recognition. In 1895, Ernest Overton proposed that cell membranes were made of lipids.",does the animal cell have a cell membrane,213,boolq
boolq,roberta-base,Base Quantized,97.26595878601074,,42,"It is illegal to sell packaged liquor (off-premises sales) on Sundays. Sales also are prohibited on Memorial Day, Independence Day, Labor Day, Thanksgiving Day, and Christmas Day. Low-point beer for consumption off-premises may not be sold between 2:00 a.m. and 6:00 a.m.",are liquor stores open on memorial day oklahoma,214,boolq
boolq,roberta-base,Base Quantized,97.20802307128906,,41,"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki (played by Mo'Nique) and Kim Parker (played by Countess Vaughn).",was the parkers a spin off of moesha,215,boolq
boolq,roberta-base,Base Quantized,155.5960178375244,,88,"On 19 May 1999, LanChile (known as LAN and from 2016 as LATAM Chile) became a member-elect, the alliance's first representative from Latin America. LanChile's two subsidiaries, LAN Express and LAN Perú, would also join the alliance. Irish carrier Aer Lingus was formally elected on board and confirmed as the ninth member of the alliance on 2 December 1999. As LanChile and Aer Lingus joined on 1 June 2000, Canadian Airlines left the alliance, following the airline's purchase by Air Canada, a member of the rival Star Alliance.",is air canada part of one world alliance,216,boolq
boolq,roberta-base,Base Quantized,95.70717811584473,,46,Need for Speed: Carbon is a 2006 racing video game published by Electronic Arts. It is the tenth installment in the Need for Speed series and a sequel to Need for Speed: Most Wanted. It was followed by Need for Speed: Prostreet in the following year...,is nfs carbon a sequel to most wanted,217,boolq
boolq,roberta-base,Base Quantized,151.37481689453125,,86,"Surgical treatments of ingrown toenails include a number of different options. If conservative treatment of a minor ingrown toenail does not succeed or if the ingrown toenail is severe, surgical management is recommended by a podiatrist. The initial surgical approach is typically a partial avulsion of the nail plate known as a wedge resection or a complete removal of the toenail. If the ingrown toenail reoccurs despite this treatment, destruction of the germinal matrix with phenol is recommended. Antibiotics are not needed if surgery is performed.",can ingrown toenails come back after being removed,218,boolq
boolq,roberta-base,Base Quantized,144.8512077331543,,97,"David Brooks (born August 11, 1961) is a Canadian-born American conservative political and cultural commentator who writes for The New York Times. He has worked as a film critic for The Washington Times; a reporter and later op-ed editor for The Wall Street Journal; a senior editor at The Weekly Standard from its inception; a contributing editor at Newsweek and The Atlantic Monthly; and a commentator on NPR. Brooks is currently a columnist for The New York Times and commentator on PBS NewsHour. Brooks also serves on the board of the radical centrist New America think tank.",does david brooks still write for ny times,219,boolq
boolq,roberta-base,Base Quantized,209.4740867614746,,136,"In computer text processing, a markup language is a system for annotating a document in a way that is syntactically distinguishable from the text. The idea and terminology evolved from the ``marking up'' of paper manuscripts, i.e., the revision instructions by editors, traditionally written with a blue pencil on authors' manuscripts. In digital media, this ``blue pencil instruction text'' was replaced by tags, that is, instructions are expressed directly by tags or ``instruction text encapsulated by tags.'' However the whole idea of a mark up language is to avoid the formatting work for the text, as the tags in the mark up language serve the purpose to format the appropriate text (like a header or beginning of a next para...etc.). Every tag used in a Markup language has a property to format the text we write.",is a markup language designed to describe data,220,boolq
boolq,roberta-base,Base Quantized,193.19987297058103,,133,"A basketball (basketball ball) is a spherical ball used in basketball games. Basketballs typically range in size from very small promotional items only a few inches in diameter to extra large balls nearly a foot in diameter used in training exercises. For example, a youth basketball could be 27 inches (69 cm) in circumference, while an National Collegiate Athletic Association (NCAA) men's ball would be a maximum of 30 inches (76 cm) and an NCAA women's ball would be a maximum of 29 inches (74 cm). The standard for a basketball in the National Basketball Association (NBA) is 29.5 inches (75 cm) in circumference and for the Women's National Basketball Association (WNBA), a maximum circumference of 29 inches (74 cm). High school and junior leagues normally use NCAA, NBA or WNBA sized balls.",are ncaa and nba balls the same size,221,boolq
boolq,roberta-base,Base Quantized,195.7030296325684,,142,"Since the Copyright Act of 1909, United States musicians have had the right to record a version of someone else's previously recorded and released tune, whether it is music alone or music with lyrics. A license can be negotiated between representatives of the interpreting artist and the copyright holder, or recording published tunes can fall under a mechanical license whereby the recording artist pays a standard royalty to the original author/copyright holder through an organization such as the Harry Fox Agency, and is safe under copyright law even if they do not have any permission from the original author. A similar service was provided by Limelight by RightsFlow, until January 2015, when they announced they will be closing their service. The U.S. Congress introduced the mechanical license to head off an attempt by the Aeolian Company to monopolize the piano roll market.",is it illegal to make covers of songs,222,boolq
boolq,roberta-base,Base Quantized,153.75614166259766,,86,"The Outsiders is a coming-of-age novel by S.E. Hinton, first published in 1967 by Viking Press. Hinton was 15 when she started writing the novel but did most of the work when she was 16 and a junior in high school. Hinton was 18 when the book was published. The book details the conflict between two rival gangs divided by their socioeconomic status: the working-class ``greasers'' and the upper-class ``Socs'' (pronounced /ˈsoʊʃɪz/--short for Socials). The story is told in first-person perspective by teenaged protagonist Ponyboy Curtis.",is the book the outsiders based on a true story,223,boolq
boolq,roberta-base,Base Quantized,176.57113075256348,,110,"The Capitals were founded in 1974 as an expansion franchise, alongside the Kansas City Scouts. Since purchasing the team in 1999, Leonsis revitalized the franchise by drafting star players such as Alexander Ovechkin, Nicklas Backstrom, Mike Green and Braden Holtby. The 2009--10 Capitals won the franchise's first-ever Presidents' Trophy for being the team with the most points at the end of the regular season. They won it a second time in 2015--16, and did so for a third time the following season in 2016--17. In addition to eleven division titles and three Presidents' Trophies, the Capitals have reached the Stanley Cup Finals twice (in 1998 and 2018), winning in 2018.",has washington capitals ever won the stanley cup,224,boolq
boolq,roberta-base,Base Quantized,435.8630180358887,,216,"All bilaterians have a gastrointestinal tract, also called a gut or an alimentary canal. This is a tube that transfers food to the organs of digestion. In large bilaterians, the gastrointestinal tract generally also has an exit, the anus, by which the animal disposes of feces (solid wastes). Some small bilaterians have no anus and dispose of solid wastes by other means (for example, through the mouth). The human gastrointestinal tract consists of the esophagus, stomach, and intestines, and is divided into the upper and lower gastrointestinal tracts. The GI tract includes all structures between the mouth and the anus, forming a continuous passageway that includes the main organs of digestion, namely, the stomach, small intestine, and large intestine. However, the complete human digestive system is made up of the gastrointestinal tract plus the accessory organs of digestion (the tongue, salivary glands, pancreas, liver and gallbladder). The tract may also be divided into foregut, midgut, and hindgut, reflecting the embryological origin of each segment. The whole human GI tract is about nine metres (30 feet) long at autopsy. It is considerably shorter in the living body because the intestines, which are tubes of smooth muscle tissue, maintain constant muscle tone in a halfway-tense state but can relax in spots to allow for local distention and peristalsis.",is the liver a part of the gi tract,225,boolq
boolq,roberta-base,Base Quantized,141.60895347595215,,54,"Salt water taffy is composed of sugar, cornstarch, corn syrup, glycerine, water, butter, salt, natural and/or artificial flavor, and food color. Some examples of flavoring include vanilla, lemon, maple, banana, red licorice, watermelon, raspberry or mint extracts. Despite its name, the taffy contains no salt water (seawater), but does contain both salt and water.",does salt water taffy have salt in it,226,boolq
boolq,roberta-base,Base Quantized,117.264986038208,,64,"While Marine Corps, Navy, Air Force, and Army recruits are in the DEP, they will be encouraged to spend a significant amount of time at their local recruiting offices with their recruiter who will begin to train them in military fundamentals such as drill and ceremony, first aid, chain of command, and rank structure prior to leaving for recruit training and active duty service.",does the navy have a delayed entry program,227,boolq
boolq,roberta-base,Base Quantized,101.78685188293456,,40,"The format of the number is two prefix letters, six digits, and one suffix letter. The example used is typically QQ123456C. Often, the number is printed with spaces to pair off the digits, like this: QQ 12 34 56 C.",do all ni numbers have a letter at the end,228,boolq
boolq,roberta-base,Base Quantized,137.73083686828613,,76,"In Little League, in the Tee-Ball and Minor League divisions, the batter is out after the third strike regardless of whether the pitched ball is caught cleanly by the catcher. In Little League (or the Major Division), Junior, Senior, and Big League divisions, a batter may attempt to advance to first base on an uncaught third strike. Little League Major Division Softball and many other youth baseball leagues (such as the USSSA) also follow the rule.",can you run on a dropped third strike in little league,229,boolq
boolq,roberta-base,Base Quantized,128.082275390625,,67,"Vodka sauce is an Italian-American cuisine sauce made from a smooth tomato sauce, vodka, typical Italian herbs and heavy cream, which gives the sauce its distinctive orange coloration. It gained popularity in the 1970s, when a variation won a national recipe contest in Italy, although it may well have been a sauce before its popularization in the 1970s. It is a key ingredient in penne alla vodka.",does penne alla vodka have dairy in it,230,boolq
boolq,roberta-base,Base Quantized,137.78376579284668,,80,"I Can Only Imagine is a 2018 American Christian drama film directed by the Erwin Brothers and written by Alex Cramer, Jon Erwin, and Brent McCorkle, based on the story behind the MercyMe song of the same name, the best-selling Christian single of all time. The film stars J. Michael Finley as Bart Millard, the lead singer who wrote the song about his relationship with his father (Dennis Quaid). Madeline Carroll, Priscilla Shirer, Cloris Leachman, and Trace Adkins also star.",is i can only imagine based on a true story,231,boolq
boolq,roberta-base,Base Quantized,109.0219020843506,,67,"The fourth season of the American television drama series Better Call Saul premiered on August 6, 2018, and concluded on October 8, 2018. The fourth season consists of 10 episodes and aired on Mondays at 9:00 pm (Eastern) in the United States on AMC. Better Call Saul is a spin-off prequel of Breaking Bad created by Vince Gilligan and Peter Gould who also worked on Breaking Bad.",is season 4 of better call saul out,232,boolq
